"Geography","CancerDeaths","medIncome","popEst2015","povertyPercent","MedianAge","AvgHouseholdSize","PercentMarried","PctUnemployed16_Over","BirthRate"
"Benton County, Mississippi",208.7,30665,8182,25.6,39.8,2.83,47.4,17.1,0.41322314
"Shawano County, Wisconsin",168,47841,41304,11.2,44.3,2.41,55.5,5.4,4.11444786
"Rice County, Kansas",173.6,49152,9977,14.7,37.9,2.42,56.4,5.5,5.697730565
"Alameda County, California",147.7,76996,1638215,12.5,37.1,2.78,47.8,8.3,5.014712267
"Clackamas County, Oregon",160.2,65555,401515,9.5,41.3,2.59,54.9,8.3,5.072389596
"El Paso County, Colorado",148.5,59286,674471,12.2,33.6,2.6,53.8,8.4,6.187072813
"Henry County, Georgia",175.9,60388,217739,13.7,36.3,3,50.6,10.3,3.860213737
"Lake County, Florida",171.3,46895,325875,13.8,46.4,2.57,54.9,9.7,5.546022599
"Greer County, Oklahoma",174.7,34872,6070,25.2,41.3,2.3,45,4.4,9.857723577
"Yates County, New York",178.4,48368,25048,14.5,41.5,2.46,52.8,6.9,6.10380117
"Wicomico County, Maryland",204.3,51927,102370,16.9,35.5,2.62,44.7,8.8,5.35618844
"Missaukee County, Michigan",190.2,40455,14903,16.1,43,2.52,56.8,11,4.809286899
"Somerset County, Maine",200.2,39001,51113,17.3,44.9,2.34,51.2,9.5,4.712136228
"Allen County, Ohio",185,43602,104425,18,38.1,2.53,46.2,9.2,6.237398089
"Tippah County, Mississippi",175.7,37026,22131,19.1,38.4,0.0261,56.1,12.2,5.683802134
"Oglethorpe County, Georgia",150.6,46840,14871,15.8,42.4,2.63,52.6,5.3,6.672760512
"Miller County, Arkansas",212.3,40877,43908,20.8,37.8,2.5,45.7,9.6,7.403380449
"Miller County, Georgia",200.8,35276,5854,25.1,41,0.0242,49.6,6.5,2.32
"Hutchinson County, Texas",158.9,51508,21734,13.9,37.3,2.62,51.5,5.3,7.239057239
"Webster County, Nebraska",162.7,40979,3625,12.7,47.5,2.31,57.2,4.7,3.524229075
"Ottawa County, Kansas",151.2,52744,5975,10.4,42.2,2.39,63.8,5.3,1.470588235
"Cape Girardeau County, Missouri",170.3,47705,78572,17,36,2.49,49.2,6.3,4.895140929
"Washington County, Oregon",145.5,66315,574326,12.5,36.1,2.66,53,7.6,5.186880244
"Powell County, Kentucky",292.5,32783,12269,26.7,38.4,2.56,45.4,8.3,5.682216766
"Champaign County, Ohio",190.1,50302,38987,11.3,41.2,2.53,55.2,9.1,4.636217581
"Palo Alto County, Iowa",152.6,50600,9133,11.5,42.9,2.23,58.1,2.9,4.690117253
"Colfax County, New Mexico",139.9,37156,12414,20.5,47.6,2.26,48.3,9.5,5.741042345
"Howard County, Maryland",131.9,106871,313414,6.1,38.8,2.78,58,4.9,5.158672656
"Dale County, Alabama",189.1,41940,49565,22.4,36.8,2.56,50.6,10.9,4.908292431
"Muscogee County, Georgia",190,41783,200579,21.9,33.5,2.61,39.5,11,6.992367626
"Jackson County, Tennessee",196.5,35379,11509,23.4,45.8,2.49,50.8,14.5,3.981937603
"Santa Cruz County, Arizona",132.8,37465,46461,23.6,36.5,3.04,53.1,11.3,6.643259725
"Harrison County, West Virginia",206.7,42121,68714,13.9,42,2.48,52.4,7.4,5.060383303
"Colleton County, South Carolina",211.7,35558,37731,23,41.7,2.53,42.9,12.4,6.084407972
"Mellette County, South Dakota",240.1,34237,2050,33.2,32,3.04,42.1,12,8.374384236
"Stutsman County, North Dakota",172.5,53333,21103,11.6,40.6,2.15,50.8,2.5,5.223193741
"Toombs County, Georgia",201.3,34008,27241,24.5,34.9,2.5,52.1,9.6,4.553734062
"Custer County, Colorado",160.8,48368,4445,14.9,56.4,2.15,64.8,14,5.851979346
"Benewah County, Idaho",222.2,46277,9052,15.7,45.4,2.45,52.3,10.1,5.089647195
"Mifflin County, Pennsylvania",168.3,40957,46500,16.3,43.5,2.46,53,6.4,5.671766053
"Adair County, Oklahoma",220.9,31386,22004,27.2,37,2.78,52.7,7.9,5.336200156
"Carroll County, Mississippi",191.7,38219,10243,17.9,44.6,2.75,53.1,11.9,3.765060241
"Franklin County, Illinois",215.7,37758,39485,19.9,42.1,2.41,50,10,4.6247512
"Geneva County, Alabama",200.3,34425,26777,23.9,42.2,2.47,52.3,11.2,5.630397237
"Phillips County, Colorado",136,47006,4349,11.5,43.7,2.52,61.4,5.3,10.87248322
"Wayne County, New York",175.5,49191,91446,12.9,43.1,2.48,52.7,7.5,5.106970324
"Newberry County, South Carolina",185.1,42000,38012,19.4,40.9,2.55,45.6,10.2,5.557586837
"Lincoln County, Washington",144.4,49955,10321,12.5,48.3,2.34,57.8,4.8,6.796657382
"Edwards County, Illinois",189.9,46894,6534,11.6,43.7,2.37,55.1,8.3,9.853733641
"Spencer County, Kentucky",180.9,67437,17894,8.8,40.5,2.72,64.1,6.4,6.220984215
"Okfuskee County, Oklahoma",237.1,34172,12181,25,39.6,2.72,47,9.6,7.418397626
"Morgan County, Tennessee",191.1,36390,21498,23.4,40.8,2.52,51.7,8.5,3.724928367
"Gage County, Nebraska",165.2,50861,21900,11,44.6,2.3,57.8,4.3,6.416861827
"Levy County, Florida",232,37433,39832,21.2,46.6,0.0253,48.5,11.1,6.101525381
"Polk County, Arkansas",187.2,33127,20216,22,43.1,2.56,51.3,9,6.71641791
"Pitkin County, Colorado",59.7,73274,17787,7,43.4,2.28,38,7.7,5.170657157
"Nobles County, Minnesota",138.1,50684,21770,13,36.6,2.71,54.1,6.9,7.86717183
"Carroll County, Tennessee",207.8,36627,27910,20.8,42.6,2.45,50.4,11.5,4.483306836
"Montcalm County, Michigan",184.5,41554,62945,20.4,40,2.59,51.3,11.2,5.831775701
"Pepin County, Wisconsin",163.1,53828,7290,12.1,45.2,2.45,59.5,4.6,6.083916084
"Caroline County, Virginia",201.8,56099,29984,11,39.1,2.48,51.7,8.6,4.384535624
"Franklin County, Indiana",185.8,54086,22872,11.1,41.2,2.57,61.6,6.4,3.468663776
"Emanuel County, Georgia",205,30119,22708,32.7,36.9,2.68,41.7,13.2,8.514774495
"Scioto County, Ohio",203,37625,76825,27.2,39.5,2.5,47.1,9.6,4.764332654
"Hancock County, Mississippi",179.8,46288,46420,19.8,41.8,2.43,50.9,10.1,4.851190476
"Schuyler County, Missouri",208.7,34644,4436,18.2,41.3,2.52,57.8,7.4,7.524536532
"Northwest Arctic Borough, Alaska",199.3,65192,7752,23.2,26.1,3.97,37.2,21.9,12.39291833
"Kenton County, Kentucky",195.8,54728,165012,15.5,36.4,2.58,46.6,7.7,6.589773358
"Macoupin County, Illinois",185.1,48544,46045,12.9,42.6,2.42,54.6,9.6,5.090116855
"Mason County, Washington",176,52313,61023,15.6,45.4,2.58,50.4,12.9,4.964476021
"Sanders County, Montana",151.3,32815,11336,20.7,51.5,2.21,61.2,9.3,8.568548387
"Jasper County, Georgia",169.3,41818,13635,18.2,39.9,2.61,53.8,12.7,3.74722134
"Sherman County, Nebraska",187.4,43883,3091,12.1,49.5,2.21,61,3.1,7.992565056
"Rolette County, North Dakota",216.9,35630,14649,31.6,30.3,3,38.8,4.8,6.726726727
"St. Mary Parish, Louisiana",200.6,42075,52810,21.8,37.7,2.58,43,12.2,6.284065406
"Fresno County, California",152.8,43338,974861,27.5,31.4,3.17,44.2,13.2,6.004383506
"Granite County, Montana",113.2,47902,3240,14.4,53.7,2.19,62.8,7.2,18.55670103
"Seminole County, Oklahoma",208.9,35964,25548,24.7,39.7,2.7,48.8,8.4,6.579419147
"Fremont County, Colorado",166.2,41385,46692,19.1,43.5,2.21,49.8,9.2,5.417177079
"Paulding County, Ohio",215.5,47358,18976,12.3,41,2.48,58.6,6.6,7.380254154
"Big Horn County, Wyoming",159.8,50437,12022,10.7,41.2,2.59,56.2,4.4,6.672369547
"Summit County, Ohio",178.1,50453,541968,13.4,40.7,2.41,47.2,8.4,4.582141722
"Barrow County, Georgia",192,49698,75370,13,34.8,3.05,52,10.1,5.318186956
"Clay County, Kentucky",266.2,25215,21013,38.2,39.1,2.53,48.2,15.9,7.638737758
"Lee County, Georgia",192.8,64533,29202,11.8,36.7,2.76,56.4,7.2,5.414364641
"Todd County, Kentucky",183.7,40002,12531,19.3,36.9,2.7,53.7,8.5,6.25698324
"Crane County, Texas",150.1,61098,5048,9.5,33.5,3.01,55.4,5.2,11.89138577
"Franklin County, Iowa",165.3,51045,10295,12.1,42.8,2.42,57.6,4.2,2.411347518
"Garfield County, Oklahoma",184.6,49136,63569,14.5,36.2,2.52,55.7,5.6,7.18973747
"Hill County, Montana",178,43509,16572,17.6,34.3,2.63,49,4,5.809710918
"Leon County, Texas",205.4,45159,17086,13.5,44.9,2.72,52.7,7.5,8.203125
"Cumberland County, Pennsylvania",154.6,62692,246338,9.1,40.8,2.38,52.6,5.6,4.691477538
"Broomfield County, Colorado",158.4,85885,65065,4,37.5,2.57,58.6,5.5,5.099793071
"Adams County, Washington",135.7,47423,19254,19,28.9,3.24,56.9,9.6,9.861143799
"Jackson County, Indiana",220.4,48368,44069,14.9,38.3,2.57,54.4,7.3,6.627918833
"Polk County, Wisconsin",168.1,52411,43441,11.2,44.1,2.39,57.4,6.8,5.534351145
"San Augustine County, Texas",182.2,32826,8473,23.9,47.8,2.93,44.3,16.3,5.389980977
"Lowndes County, Mississippi",185,39937,59710,23.6,36.3,2.5,45.7,12.6,6.778509815
"Live Oak County, Texas",147.1,51481,12229,15.5,42,2.78,50.6,4.3,10.60674157
"Lincoln County, Mississippi",212.5,36118,34649,21.6,37.7,2.62,48.7,7.5,2.20341093
"Washington County, Oklahoma",185.2,49056,52021,13.9,40.5,2.43,55,5.3,6.522329921
"Liberty County, Florida",220.4,38473,8331,24.7,37.6,2.77,41.8,10.2,8.315256688
"Karnes County, Texas",178.1,43986,14975,22.3,35.5,2.83,43,4.8,9.297604547
"Sargent County, North Dakota",188.2,58467,3876,7.3,45.3,2.22,60.9,1.2,6.284916201
"Miami County, Ohio",177.8,51868,104224,10.6,41.4,2.49,53.9,7.6,4.84544324
"Wayne County, Iowa",150.9,42006,6385,16.7,44.5,2.41,55.5,4.3,7.016060862
"Hardee County, Florida",161.9,35371,27502,29.9,34.8,3.33,43.9,11,6.773043626
"Redwood County, Minnesota",180.7,49934,15471,12.4,43.2,2.43,54,4,5.74439157
"Stanley County, South Dakota",159.7,67172,2954,8.8,40.1,2.34,60.1,1.4,10.5345912
"Livingston County, Kentucky",211.7,42892,9316,14.1,45.9,2.44,61.1,6.7,1.418067227
"Walworth County, Wisconsin",185.6,52852,102804,13.7,38.9,2.53,51.5,7.2,4.797917183
"Cocke County, Tennessee",221.7,30860,35162,27.8,44.3,2.38,51.1,11.1,6.348580442
"Comanche County, Kansas",209.6,45353,1843,11.4,45.7,2.48,60.2,5.4,4.664723032
"Graham County, Arizona",174,46046,37666,20,32,3.02,45.7,14.1,9.188988095
"Lauderdale County, Tennessee",218.3,33595,26936,24.8,37.1,2.5,41,13.4,5.484147386
"Choctaw County, Alabama",137.6,35049,13170,25,44.9,2.37,48.3,13.6,4.317548747
"Laramie County, Wyoming",156.1,57192,97121,10.8,36.7,2.51,53.3,5,5.053669323
"Washington County, Tennessee",176.7,43212,126302,16.7,39.8,2.29,50.8,6.2,4.081698817
"Union County, Florida",362.8,40207,15234,24.3,40.3,2.58,36.4,11.7,3.739774055
"Morgan County, Colorado",162,47631,28360,13.4,36.4,2.67,54.7,6.2,5.340817963
"Jefferson County, Missouri",203.6,58976,224124,10.6,38.6,2.68,54.3,8.3,5.258811102
"Rockcastle County, Kentucky",228.1,33789,16942,24.1,41.8,2.51,55.3,11,4.281183932
"Tooele County, Utah",146.7,64193,62952,8.1,30.7,3.25,59.4,7.1,6.916426513
"Fulton County, Pennsylvania",177.5,48084,14629,13.3,43.2,2.46,58,7.5,4.970178926
"Carroll County, Arkansas",167.6,36964,27704,17.9,44.2,2.49,56.1,6.2,6.345497034
"Renville County, North Dakota",151.7,60957,2571,7.7,39.9,2.46,60.2,1.6,4.896421846
"Baylor County, Texas",212.3,36027,3618,18.3,48.5,2.06,56.5,1.4,6.068601583
"Crawford County, Michigan",178.6,41101,13801,16.5,49.3,2.3,55.1,12,3.797949107
"Umatilla County, Oregon",181.2,44780,76531,18,36,2.7,48.9,9.4,6.342209979
"Jefferson Parish, Louisiana",188.6,47024,436275,15.8,38.7,2.57,43.1,6.7,5.165714506
"Columbia County, Wisconsin",176.6,59020,56743,8.8,42,2.44,54.9,5.8,4.654466449
"DeKalb County, Georgia",157.4,50597,734871,20.4,35.1,2.63,38.2,11.3,5.74981682
"Kimble County, Texas",183.1,38750,4388,18.5,52.8,2.22,55.6,7.6,6.469002695
"Norman County, Minnesota",169.9,51597,6678,13.4,45.4,2.4,56.2,5.1,6.289308176
"Allen County, Kansas",196.4,39196,12717,18.2,41.2,2.39,50.4,7,8.708822416
"Randolph County, West Virginia",168.6,37468,29126,20.8,43.2,2.35,52.2,6.7,4.231027535
"Nassau County, New York",145.8,98312,1361350,6.7,41.3,3.03,53.2,6.4,4.449778611
"Hudspeth County, Texas",110.4,32086,3379,26.7,39.6,3.06,50.2,5.7,8.859060403
"Haywood County, North Carolina",157.6,42812,59868,15.2,46.8,2.24,55,7.3,3.907580057
"Perry County, Mississippi",202.6,32459,12277,22.6,40.1,2.75,48.2,12.9,4.821037253
"Shelby County, Tennessee",202.7,44015,938069,23,34.9,2.65,38.7,10.3,6.405574323
"Angelina County, Texas",168.3,42128,88255,17.9,36.4,2.77,50,9.1,5.728131815
"Antelope County, Nebraska",139,50919,6414,14,46.5,2.27,66,1.6,8.048993876
"Gilmer County, Georgia",136.4,40010,29400,19.7,45.1,2.58,59.3,10,6.54966528
"Columbia County, Pennsylvania",175.2,46938,66672,14.3,40.1,2.4,48.1,5.7,4.087548063
"York County, Pennsylvania",170.2,58471,442867,10.2,40.7,2.57,52.6,7.3,4.689714916
"Putnam County, Georgia",186.9,42125,21353,18.9,45.6,2.49,58.7,6.3,5.057135911
"Vernon County, Wisconsin",168,46943,30506,18,42.3,2.54,58.6,4,7.467204844
"Aitkin County, Minnesota",164.1,40676,15702,14.9,53.1,2.05,61.2,7.3,7.867412141
"Sharp County, Arkansas",190.4,32101,16912,21.6,47.2,2.37,53.9,8.8,6.62707096
"Wright County, Minnesota",165.2,76489,131311,6,35.6,2.82,60.5,5.2,6.296560212
"Steuben County, New York",178.7,46849,97631,16.6,42,2.36,50.5,8.2,6.856742229
"Coshocton County, Ohio",203,41547,36569,18.1,41.5,2.53,54.8,7.8,5.832147937
"Hillsdale County, Michigan",187.5,44780,45941,16.6,42,2.5,54,9,6.309693152
"Grand Traverse County, Michigan",151.8,55592,91636,9.7,41.7,2.46,52,6.6,5.649660209
"Lincoln County, Wisconsin",184.4,48881,27980,10.9,46.1,2.22,57.2,6.1,3.410283316
"Giles County, Tennessee",199.9,41326,28946,16.9,42.9,2.49,52.4,9.9,4.447587616
"Garland County, Arkansas",196.4,40621,97177,18.7,44.1,2.35,50.9,9.2,3.943233157
"Orange County, Indiana",201.5,39572,19605,18,40.9,0.0254,54.4,6.8,6.829499644
"Warren County, Virginia",202.5,60714,39083,11.3,40.4,2.62,51.2,7.2,5.544668588
"Pittsburg County, Oklahoma",195.8,39900,44610,21.7,40.7,2.36,52.6,6.2,5.344522968
"Roscommon County, Michigan",201.8,35002,23898,20.7,54.4,2.06,53.8,14.2,5.928954766
"Nacogdoches County, Texas",185.9,38895,65664,22.7,30.2,2.52,43.9,8.6,4.912890034
"Rowan County, North Carolina",189.8,44973,139142,18,40.3,2.6,49.1,11.5,4.889016456
"Hancock County, Kentucky",223.6,50358,8692,13.8,41.6,2.62,57.2,5.9,3.907074974
"Tallahatchie County, Mississippi",235,28456,14588,37.4,36,2.4,30.1,19,2.224694105
"St. Joseph County, Michigan",178.9,43687,61018,18.5,39.2,2.59,54,8.6,7.077326343
"Twin Falls County, Idaho",165.4,44236,82375,14.5,34.5,2.71,55.7,5.9,8.551754776
"Ohio County, Kentucky",222.1,38261,24216,19.7,40.2,2.7,57.2,9.6,7.169811321
"Box Elder County, Utah",137.3,56313,52097,11.6,32,3.08,63.7,6.3,8.779499824
"Glenn County, California",165.2,43755,28017,17.1,37.2,2.92,51.4,12.6,6.12741125
"Jackson Parish, Louisiana",217.7,37130,15858,24.6,39.6,2.49,46.1,6.9,4.002444241
"Union County, Georgia",159.3,40667,22267,15.1,53.3,2.54,57.9,13,2.147577093
"Uintah County, Utah",133.2,65489,37928,9.6,29.7,3.22,57.2,5.1,9.686539644
"Dodge County, Georgia",190.6,32293,20882,25.9,40.2,2.35,44.9,9.8,5.125899281
"Hickman County, Kentucky",197.8,41588,4612,18.4,47.7,2.29,50.9,8.8,8.571428571
"Marion County, Mississippi",205.5,33428,25563,30.4,39.1,2.58,50.3,10.4,7.310838446
"Richland County, North Dakota",137.7,57177,16402,9.7,38.9,2.28,54.1,3,6.603510727
"Lee County, Iowa",181.3,44719,35089,17.7,42.9,2.4,49.8,8.7,6.389732266
"Contra Costa County, California",151.5,80338,1126745,10.5,38.8,2.82,51.5,8.8,5.114550334
"Marion County, Georgia",159.3,36055,8761,25.9,500.4,2.83,44.1,14.3,12.64845606
"Turner County, Georgia",197,32171,8214,31.7,38,2.63,41.8,12.5,0.476758045
"Schoharie County, New York",172.8,48718,31330,15.9,43.3,2.46,48.6,10.5,3.499365035
"Butler County, Kansas",175,60123,66741,11.3,37.8,2.63,56.2,5.6,5.706172673
"Williamson County, Tennessee",139,97936,211672,5.6,38.9,2.86,66,4.2,4.474464442
"Falls County, Texas",151.9,35491,17142,23.7,39.8,2.86,42,7.2,3.950011158
"Macon County, Georgia",214.9,29430,13632,34.1,40.5,2.62,34.5,18.7,6.381381381
"Ashland County, Wisconsin",217.5,41294,15843,14.9,42.2,2.29,45.9,7.9,6.460336538
"Weber County, Utah",134.2,59293,243645,12.3,31.8,2.94,54.5,6.3,7.55683473
"St. James Parish, Louisiana",201.2,47477,21567,16.1,38.8,2.69,46.7,11,4.363776791
"Lake of the Woods County, Minnesota",172.7,44727,3923,10.7,50.3,2.4,52.3,4.8,5.924855491
"Pemiscot County, Missouri",239.8,32120,17482,28.7,37.6,2.53,41.5,11.2,6.710775047
"Morrill County, Nebraska",131.6,46961,4854,14,41.3,2.38,53.6,4,5.760869565
"Covington County, Mississippi",205.1,31835,19543,26.5,37.6,2.76,44.7,13.7,6.243007384
"Jefferson County, Idaho",136.4,52428,27157,11.5,31.1,3.3,61.8,6.1,6.959459459
"Greenwood County, Kansas",155.4,39732,6244,16.9,48,2.23,55.3,3.5,5.457746479
"O'Brien County, Iowa",176.1,55968,13984,10.3,44,2.28,61.6,2.8,7.056603774
"Jersey County, Illinois",175.9,52493,22372,11.6,42.3,2.45,54.8,8,3.045785027
"Union Parish, Louisiana",220.2,38998,22477,22,41.7,2.6,50.1,7.7,4.316239316
"Ellis County, Texas",175.4,61157,163632,11,35.7,2.95,57.6,6.5,5.889593045
"San Juan County, New Mexico",136.7,47520,118737,21,34.2,3.04,46.6,9.2,6.09617959
"DeSoto County, Florida",160.4,36945,35458,29.7,40.1,2.78,44.2,9.4,8.085035152
"Whitfield County, Georgia",182.8,43731,104216,20.7,34.8,2.96,52.2,10.3,6.314687286
"Clark County, Kentucky",210.6,49012,35757,16,41.7,2.49,52.6,7.9,4.293271005
"Haskell County, Kansas",122.6,59596,4064,10.7,36.1,2.93,58.6,3.9,5.965292842
"Powhatan County, Virginia",175.1,75539,28031,7.1,43.7,2.63,57.5,4.9,5.615292712
"Johnson County, Iowa",156.2,59946,144251,15.9,29.8,2.37,43.4,3.5,4.117879551
"Douglas County, South Dakota",166.5,49251,2977,11.6,48,2.22,66,0.4,7.246376812
"Lawrence County, South Dakota",161.8,45945,24827,13.6,41.5,2.22,52.2,3.8,3.67487328
"Bollinger County, Missouri",190.4,39033,12182,20.1,43.1,2.56,53.8,4,7.020802377
"Lauderdale County, Mississippi",161.9,38869,78524,21.7,37.5,2.56,42.8,9.6,5.340297394
"Frio County, Texas",155.7,34206,18793,26,31.5,3.14,41.1,5.2,8.13579163
"Winchester city, Virginia",192.8,44537,27284,13.4,37,2.47,41.3,6.7,6.642835865
"Montgomery County, Arkansas",146.2,34597,8970,20.1,48.5,2.33,59.8,4.3,4.152249135
"Livingston County, Illinois",176.6,53918,36671,11.9,41.3,2.32,49.9,6.3,7.034382214
"Talbot County, Maryland",161.9,54836,37512,11.7,49,2.3,54,6.7,3.328451604
"Union County, Iowa",173.4,44905,12469,12.8,40.6,2.3,51.2,5.4,7.681053402
"Harnett County, North Carolina",182.9,45380,128140,20.5,33.6,2.84,51.1,11.3,5.917065391
"Orange County, California",143.8,76061,3169776,12.9,37.1,3.04,50.1,7.6,4.827807522
"Kershaw County, South Carolina",219.4,45411,63603,17.4,41.3,2.58,50.1,10.5,6.021818182
"Barbour County, West Virginia",189.7,35615,16704,21.5,41.5,2.68,52,9,2.292860865
"King George County, Virginia",195.7,76206,25515,7.5,36.6,2.96,56.6,7.4,6.194544857
"Morgan County, Utah",138.7,82597,11065,4.6,32.3,3.4,69.2,6,6.102877071
"White County, Illinois",230.3,46927,14327,14.1,44.5,2.28,59.4,8.8,4.019073569
"Nueces County, Texas",163.6,51222,359715,16.8,34.9,2.72,46.1,6.6,5.753453598
"Glascock County, Georgia",211.1,39643,3065,19.4,40,2.67,54.7,7.1,0.855920114
"Litchfield County, Connecticut",151.2,73413,183603,7.7,46,2.46,53.8,7.1,3.812301967
"Sibley County, Minnesota",181.7,59893,14875,9.2,41.4,2.46,58.3,5.5,5.58244595
"Somerset County, Pennsylvania",159.4,45706,75522,13.5,45.3,2.42,54,6.9,5.627676205
"Rock Island County, Illinois",176.2,48024,146133,16.3,40,2.36,48.1,7.9,5.929944203
"Orange County, Florida",161.7,47069,1288126,18.2,34.4,2.75,42.8,9.1,4.907650931
"Crook County, Oregon",144.3,38155,21630,18.3,48.1,2.29,59.1,13.5,6.462075848
"Richland County, Ohio",186,41948,121707,15.9,41.3,2.4,48.2,8.7,4.974134501
"Caldwell Parish, Louisiana",200.1,36350,9993,23.3,39.9,2.48,46.4,10.2,2.079107505
"Androscoggin County, Maine",188,46701,107233,15.4,40.6,2.34,49,7.2,5.235413921
"Ripley County, Missouri",236,30019,13802,25.1,41.6,2.57,55.1,10.1,7.130554599
"Wolfe County, Kentucky",259.5,25768,7259,36.2,41.8,2.45,49.7,9.7,5.395462906
"Fulton County, Arkansas",175,33347,12204,22.6,48,2.27,62.2,7.6,8.096280088
"Vigo County, Indiana",201.2,41260,107896,20.2,36,2.45,42.6,8.9,4.964180034
"Milam County, Texas",206.1,41849,24513,18.3,41.4,2.56,51.3,9.6,3.708958249
"Sweet Grass County, Montana",165.6,45000,3634,12,46.1,2.55,62.4,0.9,9.191759113
"Queens County, New York",138.8,56866,2339150,15.4,37.7,2.91,45.3,8.6,4.84491139
"Morgan County, Ohio",187.9,37923,14777,18.1,43.9,2.41,58.4,9.3,5.657937278
"DeSoto County, Mississippi",193.9,58479,173323,10.1,36,2.8,52.3,7.6,4.636235598
"Plaquemines Parish, Louisiana",180.7,51304,23495,16,36.5,2.7,52.2,4.7,6.549831829
"Marinette County, Wisconsin",182.8,43701,40884,13.4,47.2,2.2,54.6,7.5,4.527363184
"Lewis County, New York",173.6,47542,26957,14.3,41.4,0.0254,56,8.3,5.441478439
"Franklin County, Arkansas",201.6,40404,17702,17.5,40.4,2.58,55.1,11,7.574180115
"Leake County, Mississippi",236,32239,22763,27.1,34.8,2.67,45.5,10.5,4
"Irwin County, Georgia",192.8,35955,9245,25.3,39,2.71,47.3,6.8,5.602094241
"Hyde County, North Carolina",205,36891,5526,21.9,43,2.44,39.8,12.7,7.282913165
"Plumas County, California",167.2,47964,18409,14,51.3,2.26,53,15.2,4.06430088
"Le Sueur County, Minnesota",166.9,61665,27663,8.9,41.3,2.52,58.4,5.3,7.140456989
"Morgan County, Illinois",187.8,46406,34828,15.1,41,2.29,48.8,8.3,4.011231448
"Moffat County, Colorado",164.1,56193,12937,11.2,37.1,2.6,53.1,5.9,6.831648658
"Tulsa County, Oklahoma",183.9,50507,639242,14.8,35.3,2.5,48.5,6.5,5.964154695
"Lonoke County, Arkansas",204.9,54459,71645,12.3,35.5,2.7,58.3,5.9,7.028310079
"Ector County, Texas",190.1,55555,159436,12.8,30.7,2.91,49.1,5.2,10.58379177
"Bullitt County, Kentucky",174,54924,78702,12.3,39.3,2.71,53.7,7.6,4.763673015
"Morgan County, Indiana",200.8,54849,69648,11.5,40.9,2.68,56.5,7.3,4.493889063
"Wyoming County, Pennsylvania",191.7,55882,27800,10.9,43.1,2.52,51.1,7.6,4.585798817
"Defiance County, Ohio",188.6,53026,38352,11.7,39.7,2.49,53.5,8.4,6.066465257
"Murray County, Oklahoma",203.3,43783,13936,15.1,41.3,2.5,53.2,3.6,3.244147157
